,tag,fund_ratio_net_annual_expense,pb_ratio,ps_ratio,mmc,pc_ratio,pe_ratio,total_assets,yield,greatstone_rating,return_ytd,Year,inception_date_delta,portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_materials_basic_allocation,portfolio_energy_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,id,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category,category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,5_years_return_category,10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category,investment_class_Growth,investment_class_Value,investment_class_unknown,fund_size_Medium,fund_size_Small,fund_size_unknown
3years_category_std,0.00036166000301619166,0.17273141445607004,0.23370506110834097,0.02172029228858034,0.21332360420974045,-0.007047755558931463,0.0805455099940554,-0.0025581661609420676,-0.43083503452096816,0.0011628486888359286,0.6805089383251306,-0.022633676621346153,-0.022295047634910185,0.05411387527536894,0.3055254819716689,0.2773557234617595,0.4608313812250984,0.25563179960715254,0.08989479884638316,0.2255040321711708,0.3605120708724006,0.0949188787488899,0.00036166000301619166,0.009732722676141333,0.30913370261077516,0.045394394337264256,-0.22336512780166262,1.0,0.1260275654293925,0.2674907546290842,0.5746701239076343,0.2777760202314744,0.09280883471558711,0.8712321249506554,0.39505703937869846,0.49488330579253514,-0.2851497127522474,0.6735562267370957,0.30422559088621237,0.11575755270924988,0.6644803244062076,0.16894241687927877,-0.14611933301435917,-0.24460781440826151,0.11600028021355771,0.8676659649084066,-0.28005724530306314,0.2396800804683215,0.04727663398385148,0.4010866762677257,0.5220674818630201,0.2524794461745625,0.2832701386553906,-0.33200341329000166,0.4054599320099335,0.9901476062422102,0.3632019909478545,0.3042010887656349,-0.3089958331694658,-0.2418493909227196,0.21827316587243922,0.8494072923505952,-0.09653814893074028,0.07224590027733697,0.013419766790594704,0.5293712256769235,-0.06321952073140567,0.3618332998474044,-0.3204365084680377,0.2360019627065865,0.9456401435550961,0.5904220970010745,0.6280485931685469,0.35755898261052266,-0.14810642237962496,-0.1911738365360444,-0.08757566264779999,0.06165776079032273,-0.1911738365360444
3yrs_sharpe_ratio_fund,0.02247247567279649,-0.1928965728466076,0.17430099015926923,-0.006292714495691562,0.34223768119139436,0.008385681254975616,0.1000906787840485,0.18718254459652472,0.053624140298841015,0.4489653413318019,0.4188984621811086,0.05949642658038848,0.06049763414662342,0.07276860920836377,0.17534592795814904,0.15282456877463702,0.38026405054670537,0.022166620996895425,0.03820843203437631,0.1465947794998941,0.26226721516573404,-0.038705438048660334,0.02247247567279649,0.081181172450069,0.24372679450659893,0.12501305354724504,0.48443233990603746,0.1260275654293925,1.0,0.3554209895900161,0.6483574026555253,0.10936642473533044,-0.03514887992739402,0.06936833382629692,-0.0017358766495824702,0.6687357889922311,0.27429794727024387,0.38854549198899996,0.5983895797860852,-0.01343861608654843,0.5092217960447722,0.006140007355106032,0.6535447954756937,0.3063945046270463,-0.023320083004653432,0.11761125258012639,0.39232568405299495,0.11450924112129848,0.06277577896515103,0.595828245323166,0.3279830388301592,0.2906655560598215,0.5280294142720063,0.12518362009423029,0.0368897854601964,0.13207077642720183,0.47064663607729357,-0.0020777534681750785,0.5629029261766051,0.2829760928642343,-0.011489096486432511,0.17430906307325608,0.26834371211446073,0.04172876703552115,0.006289323181682308,0.5022699307260978,0.1574483072632483,0.3423428391671927,0.1731209913926884,0.0023004712975787287,0.14062826398371556,0.5963836655501843,0.4650712819376994,0.2041469020891101,-0.06698792443870305,-0.13287653336932195,-0.2284393214871594,0.10904336076420665,-0.13287653336932195
3yrs_treynor_ratio_category,0.014084105179453124,0.02638751811665078,0.13174456062730094,-0.0013794061655750605,0.1895162567258764,0.013129146466381384,0.017447557004419235,0.03621488674078289,-0.08690773063281615,-0.0008020313237920607,0.29341606524906266,-0.02425902790868876,-0.023877815379640226,0.07263280563021918,0.10461233552588763,0.07481808682638288,0.27224537134000526,0.02279202313832089,0.02757823724172299,0.09611860011579622,0.19400838314748833,-0.0007797037098974735,0.014084105179453124,0.09997932235358571,0.17253116304833438,0.16868001721022924,0.1835072980399282,0.2674907546290842,0.3554209895900161,1.0,0.3551976398937453,-0.008278999758747142,-0.1830815726745357,0.2289083057974502,-0.1508241659122503,0.33327970893419995,0.2500604075044957,0.4343240250342348,0.39918431632649065,-0.17828220929258687,0.44006400908217136,-0.14497355128507203,0.10992623304639236,0.08826830511309575,-0.1376964170122434,0.26057681858021237,0.17014768660405583,-0.008281225406176864,0.12273127982661351,0.31248143270101986,0.3048604096068979,0.4333282989382141,0.2559339749530482,0.10237378808557078,-0.13479101550338127,0.2826551352401038,0.3340791324459851,-0.08776138506804002,0.07175926457017623,0.20531567391160455,-0.16600409521271273,0.2933380775703168,0.12224420705705488,-0.02275894329088741,0.019344424190827318,0.297245243511563,-0.39993881634167633,0.23087131752261292,0.20559623082244116,-0.13309877463814804,0.27973712216885244,0.36588084269503474,0.3864756635813271,0.1731822817607627,0.026207639115537345,-0.07040316200008286,-0.12241578423983193,0.08508215167016944,-0.07040316200008286
3_years_return_mean_annual_fund,0.017375245752471853,-0.04266774055363555,0.3030615276624462,0.0040637121328326595,0.4154887391721894,-0.008564760174345504,0.09405644391541651,0.1382836657486985,-0.3297415782128763,0.29722266205741854,0.8422157469791547,-0.018728356121087072,-0.017868677365610756,0.055619813265902505,0.26731856785084424,0.2350063886745439,0.6679954392969631,0.049634357756644584,-0.032668442118731,0.19578390738082507,0.4377405791195741,-0.012910939574586684,0.017375245752471853,0.016412845911398,0.3556124214443687,0.10437125853803787,0.2954195801121837,0.5746701239076343,0.6483574026555253,0.3551976398937453,1.0,0.3522643900421192,0.15340620250851644,0.5603461600241296,0.29159783982851073,0.9947229320592019,0.058629109895341355,0.6796289827835655,0.5482545284105774,0.15172841687097874,0.8301490490710879,0.18407501997469858,0.34547319503349794,0.10144534803313086,0.16546071140004812,0.5698210557297603,0.16188940731588064,0.33063470064767103,0.09194904656861701,0.852164008866319,0.6430589892952223,0.4032523701672758,0.7458105278740179,-0.05871888243899399,0.3261174112575007,0.5594111258598922,0.6950926512126552,0.23927479132000948,0.22350802619774404,0.006284915244938299,0.20006095448519484,0.549859012063764,0.21585252521702228,0.10506416624767528,0.014993707564923835,0.6133605334367118,0.007467284014181455,0.5981506043118241,-0.11370809525348949,0.18050323927345624,0.5344240302926708,0.883568288682972,0.7498247273949498,0.44105006966358573,-0.17330260829168842,-0.23756196742287583,-0.18083956527353875,0.026739755624995854,-0.23756196742287583
fund_beta_3years,0.018831459669783588,-0.042865321612453766,0.10323588403188984,0.0019225589565805513,0.12129240676571716,-0.008674499300110028,-0.0006749730962805447,0.0200804917399268,-0.16710181799606294,0.06183336167654297,0.410123911177791,-0.01647088742973473,-0.01661114960689405,0.021074751060169095,0.16258608808843483,0.10537477128575044,0.23987298137699575,-0.0008061519529338698,0.006988158731772709,0.09598038994312542,0.18376090614172827,-0.01154578099617441,0.018831459669783588,-0.038017624770227666,0.11431731474662794,-0.002713587528582982,-0.16468762809025178,0.2777760202314744,0.10936642473533044,-0.008278999758747142,0.3522643900421192,1.0,0.35738650606755096,0.2992821796410774,0.44991853274539584,0.33593414985502673,-0.1918644168549952,0.29448861063933823,0.17019080725304064,0.33355939082344566,0.30924747748900105,0.3372531317036354,0.10620552025283062,-0.1624324375800043,0.3338163637554887,0.2704470087564137,0.03056035896468173,0.9722064015752032,0.0176575211225205,0.31624561734052076,0.24497949526098642,0.10502679570672684,0.2706914714529407,-0.17682876094289232,0.4534779725445111,0.2668135342349167,0.2638365707608256,0.33458076819056426,0.07118262446141048,-0.1832594215621917,0.3076223354024867,0.21993668540850556,0.10692600368967495,0.25749425750464133,-0.003619312645087446,0.25137643811629573,-0.15875205655891436,0.26143973098361295,-0.2599562709338393,0.2923008011386766,0.25375774546976726,0.3829597683779621,0.3167502831241058,0.16054567370732387,-0.17552768708878216,-0.15721284516333725,-0.04551230486995481,-0.049500722559027634,-0.15721284516333725
3years_fund_r_squared,0.04359442166310818,-0.20223751397821654,0.1154085863158895,0.003556119906354333,0.31856039225893507,-0.040995280520941334,-0.03686628027406936,0.09986375232475099,-0.2689151685780811,0.03799458747297552,0.18408116299517832,-0.08681440102178123,-0.08775209101704542,0.032756344140427496,0.2078915833195644,0.1055162577623986,0.2711833328491735,-0.1046795580577951,-0.16719418428688212,0.23005896555803007,0.23708539797150138,-0.12954362380891876,0.04359442166310818,-0.07445567438708932,0.08959620677907863,-0.037319003328493,-0.2917510318969695,0.09280883471558711,-0.03514887992739402,-0.1830815726745357,0.15340620250851644,0.35738650606755096,1.0,0.05261275902814288,0.5400112095398437,0.16356640615631066,-0.3536368758834056,0.17652035316463047,0.08377262490840483,0.8807966895696911,0.19022621855224162,0.8770132606830483,0.18773602478975218,-0.1441275042712511,0.979499372614769,0.012762330788784158,0.16664341320102827,0.32857710425738396,0.024307065271181982,0.20910901385411856,0.21089923985760747,0.1360042391277156,0.2195212373598079,-0.17249779556587236,0.5074968369938926,0.07414380298696119,0.2668033971133024,0.8124510531211417,0.03393961857908404,-0.3907566794669179,0.9056923495404707,-0.05270924778816897,0.1772107052026137,0.08896280593823103,-0.01306945091698205,0.07890889148909831,-0.25997395187670946,0.15835071495416556,-0.4924330222001796,0.27185908946859433,0.07866451362090573,0.06691427775140027,0.17260311585700389,0.08420273523374072,-0.24694845988008995,-0.20337801474532882,-0.05300004041029274,-0.37585338069361446,-0.20337801474532882
3years_fund_std,0.028150030473224112,0.23536525683431694,0.21418239130354377,0.018786804444730014,0.20089784514868728,-0.006554170008266527,0.069024727714328,-0.05225676064082858,-0.42759163697594677,-0.07966252996850347,0.6877639788155135,-0.024267645314863435,-0.024053412304350614,0.06170942080109627,0.2820725552274655,0.24465448098371773,0.45207888315955097,0.23828215325251464,0.09122637603234783,0.17309960783453948,0.3268350521031843,0.08805739660575408,0.028150030473224112,-0.018356650675257425,0.28839219667545823,0.0433251090848477,-0.25871618415920233,0.8712321249506554,0.06936833382629692,0.2289083057974502,0.5603461600241296,0.2992821796410774,0.05261275902814288,1.0,0.2936864365056054,0.5006714804378438,-0.26657381437665195,0.5987793518365045,0.24537864475941418,0.01430137481340111,0.5704177292466841,0.06835767938484992,-0.21204355304004296,-0.324591487113642,0.07390586323067545,0.9903539267882931,-0.2936012297047904,0.25851491074801414,0.04351402959973472,0.35885968168637156,0.46772433434333377,0.2117962121030623,0.23170882751428187,-0.314874117796995,0.31141271378347574,0.8649097141608723,0.29674970812277307,0.1983493539931317,-0.37905784813768434,-0.32041027604416994,0.17409784854236815,0.9597897661279742,-0.23264449246118976,0.06653773295380068,0.01087963038577767,0.4554591749353847,-0.07179818092247904,0.3557003631064361,-0.30990357740547186,0.16929076370917795,0.8256059754559056,0.5780804646927397,0.5310198564403176,0.33323935600964016,-0.14214260339101006,-0.14194354969098535,-0.08685144690360903,0.05618122818860474,-0.14194354969098535
category_beta_3years,-0.0034736315036279033,-0.007094595129581314,0.14302548952682412,0.011884906154513828,0.2173045488391554,-0.010171931416009234,0.0002003027133321102,0.003992207169037032,-0.2464468485464035,0.025245058684285743,0.37324278749303114,0.0017177129157048164,0.0018386959379334351,0.026355154126849425,0.23854606131322273,0.10066855966823036,0.28456846635506516,-0.030220888355142125,-0.05037406411148887,0.21276359793676913,0.22926402216658234,0.0575882819675238,-0.0034736315036279033,-0.062276203885112374,0.10788476348772619,-0.028152945879145522,-0.24989168726790156,0.39505703937869846,-0.0017358766495824702,-0.1508241659122503,0.29159783982851073,0.44991853274539584,0.5400112095398437,0.2936864365056054,1.0,0.25708203429129156,-0.34403309350038347,0.3451163490265388,0.1382348401421893,0.6156182655267386,0.3694002959698985,0.627215055841423,0.07480742989411357,-0.15836730187545076,0.5471538299476503,0.26590167814557913,-0.07048984695072805,0.4413727093175814,0.024182073646907727,0.29642598441135193,0.3044970666169734,0.13704736475626966,0.24150046322893803,-0.21748963341237393,0.9127707790175946,0.38361200223003594,0.3490386388726233,0.6492614418566385,-0.027334377750636046,-0.28299223575608046,0.5969045586140169,0.23656842801895145,0.18110100832365297,0.20134870811959046,-0.00325445227003779,0.2966483616141384,-0.2154776689203606,0.2250844364508704,-0.42411208552021296,0.6802816663667317,0.38162566977128315,0.37590505182751743,0.4171300704372124,0.17490302581420655,-0.30478415606531206,-0.1563299428429128,-0.07147755882032189,-0.20693083526498093,-0.1563299428429128
fund_return_3years,0.017022435052034206,-0.04917428060780927,0.2904070842695175,0.004833513279496537,0.3927164291557428,-0.00567043290649455,0.09103458318106507,0.1981444913508331,-0.29338685633529327,0.43345506404340833,0.7563963559360521,-0.10582414739079223,-0.10552728779455191,0.056747769343021004,0.23898153242660375,0.2069759058682704,0.6195415904279192,0.020116394914747794,-0.03852641743014013,0.16445061233134178,0.4084982778434504,-0.018004668352954493,0.017022435052034206,0.016231175368785312,0.3258807005807583,0.10620738751687198,0.33758601521360565,0.49488330579253514,0.6687357889922311,0.33327970893419995,0.9947229320592019,0.33593414985502673,0.16356640615631066,0.5006714804378438,0.25708203429129156,1.0,0.07773660277187781,0.6099498049032612,0.4984615848888495,0.15405546907251674,0.7662165790584805,0.1801897561817098,0.377658890939354,0.14474585829161485,0.17571518052651502,0.5103912630797154,0.1910046219096353,0.3162119889805803,0.09433688425339902,0.8620442693938811,0.586979989699914,0.38589512810250975,0.7823392212759208,-0.03199442833075833,0.29219248974853607,0.47973825571352297,0.6554496543249522,0.23223356634499467,0.2540072890895334,0.04124072951852246,0.20446529782527886,0.49337782799366364,0.22745576491478278,0.10036500297437229,0.015374641439432365,0.5534922837179136,0.013561888960959204,0.627087410455736,-0.08917291749057542,0.1685567993806499,0.461171769639482,0.8662565929064624,0.6884711435869877,0.41189519907741573,-0.14429218837400415,-0.2275541199440988,-0.15736686626226581,0.023123561484144198,-0.2275541199440988
3_years_alpha_category,-0.026802396164981264,-0.049378857456409256,-0.002481514418408442,0.000672233117210626,0.023738272030067786,0.03133603137926913,0.006071974060114932,0.04253152719915525,0.25304186199060824,0.016135431638065835,-0.1138789024612471,-0.006885781030272433,-0.007190935307330635,-0.002230904647451875,-0.170501427617452,-0.1533437142058404,0.05718763484149957,-0.010862378756840456,-0.0978586989049099,-0.09808527595125911,-0.09886099764619355,-0.12972056884584016,-0.026802396164981264,0.029988219998346576,-0.05431858896730095,0.04871245746814322,0.7161773952915123,-0.2851497127522474,0.27429794727024387,0.2500604075044957,0.058629109895341355,-0.1918644168549952,-0.3536368758834056,-0.26657381437665195,-0.34403309350038347,0.07773660277187781,1.0,-0.02410720002855782,0.2036201299508967,-0.37572394259551467,0.09058241539930745,-0.3589477502508811,0.2201449000179462,0.6572515012123956,-0.3488020757757623,-0.22941896619860871,0.26332807731847424,-0.17458246656119217,0.02206378026531608,0.10294581312931905,-0.05677513460573832,0.14857162811706348,0.11517595605291268,0.8331911257673138,-0.2664527398394841,-0.2589927162552779,0.14494449514362284,-0.39690009584362285,0.2043787729917135,0.6164119235309318,-0.39537826974177254,-0.19890332565350294,0.07057980535098261,-0.061733473012688764,0.009012376512795817,0.036576131009829434,0.19690877178849314,-0.04801833912591786,0.7387375559111774,-0.176811760102632,-0.22540136157983232,-0.07187864356543415,-0.09011614629945167,0.1675710715495864,-0.03429822438241015,0.10059127088032255,-0.10128596483441682,0.0332045169267102,0.10059127088032255
3_years_return_mean_annual_category,0.011866389895340671,0.018331908816384676,0.23470119854780158,0.002879427025575959,0.3492444463418864,-0.009785133205746118,0.07481752166843561,0.0754380568846356,-0.2991004124485137,0.04020331621292486,0.7074799396708639,-0.020726841233395212,-0.020434803267669555,0.13338752781482568,0.3493511973319016,0.28554761167082987,0.524345504364603,0.1562130200554454,0.027222115379751503,0.32696678503173376,0.3766652370023242,0.10544301001855894,0.011866389895340671,0.08207698133515137,0.3510948174832574,0.08181487259510695,-0.04190414108851314,0.6735562267370957,0.38854549198899996,0.4343240250342348,0.6796289827835655,0.29448861063933823,0.17652035316463047,0.5987793518365045,0.3451163490265388,0.6099498049032612,-0.02410720002855782,1.0,0.5462245245464339,0.20469280208821328,0.8150094169369972,0.2591507351532561,0.07000852284028539,-0.035286225834902915,0.20734838372366582,0.6101837484220403,0.008970821657699002,0.2735706700314417,0.07256702536802861,0.564593601497932,0.5775348976686108,0.4041490669996996,0.46030002003091536,-0.06616409318404175,0.4041251274493799,0.6804175212879795,0.5899217657701559,0.3940899855213701,-0.013953722508498162,-0.03389071684961229,0.25004423991045827,0.6432853267370015,0.2919690494579012,0.08399392273504871,0.019069627138642194,0.7667551649635643,-0.04976116960326754,0.4678532159142469,-0.08181519616899596,0.24845910964327414,0.7303610355834934,0.7476892026465897,0.8199770796753978,0.25960241537456974,-0.08412982408596191,-0.27168405467318724,-0.2054661198635159,-0.031746726343408874,-0.27168405467318724
3yrs_sharpe_ratio_category,0.009336259487075017,-0.03366902084382731,0.18795536213564043,-0.00529693291600825,0.36917754520247614,0.003948804519765219,0.08615047401878163,0.06038303121707707,-0.13883870034113593,0.004388478239250893,0.4549391261128413,0.07519993046216517,0.07594691229302424,0.13902060891874812,0.3235270443822151,0.2602435733029281,0.45517259822224543,0.05051031011913933,0.010064713757766582,0.3335201245885122,0.39118203826939263,-0.1061120492322647,0.009336259487075017,0.12551797673550086,0.34659828195377673,0.07324216967204426,0.141581835250851,0.30422559088621237,0.5983895797860852,0.39918431632649065,0.5482545284105774,0.17019080725304064,0.08377262490840483,0.24537864475941418,0.1382348401421893,0.4984615848888495,0.2036201299508967,0.5462245245464339,1.0,0.12072678684614647,0.6538194138021092,0.15421275108183827,0.23787063020867585,0.08348663110171867,0.10278965457206367,0.2705469495629272,0.23638458300684373,0.15302303429836303,0.05739119583113974,0.4700545761477388,0.4454995388891007,0.3242707966451218,0.3761077554532457,0.09358970993963482,0.17163076517590192,0.3091560482057926,0.5526537267057628,0.1701110283846414,0.18443928049067695,0.07145213014877184,0.15439815317614117,0.32385578836612466,0.2932136850781005,0.04488889525003343,0.018258547657239898,0.7145662249348254,0.11106797695303804,0.28405632309610396,0.07313197633956336,0.08246590040215696,0.33242358611148976,0.5608722622100446,0.5833304046335608,0.21450198684832422,-0.11643769206509398,-0.1838364064517935,-0.3362253324230422,0.03210294079277365,-0.1838364064517935
3years_category_r_squared,0.036978641600862935,-0.2047148573031583,0.12470873591311028,0.001757654185132636,0.3023293651096653,-0.04287148471709938,-0.02647375291660034,0.07227173767728463,-0.2598655070775503,0.03856163970241791,0.17186432177634425,-0.06437424780167654,-0.06460760463489608,0.03490539531383086,0.1993312678111889,0.08677663401287729,0.272296902938042,-0.0874739378147422,-0.16303831579369052,0.2618473291375139,0.2482950169541525,-0.1086977970543339,0.036978641600862935,-0.06952723692149575,0.10314355434389953,-0.033629050574392694,-0.26014188538153943,0.11575755270924988,-0.01343861608654843,-0.17828220929258687,0.15172841687097874,0.33355939082344566,0.8807966895696911,0.01430137481340111,0.6156182655267386,0.15405546907251674,-0.37572394259551467,0.20469280208821328,0.12072678684614647,1.0,0.229844164340189,0.991730964947151,0.19317363095992995,-0.13071981160892251,0.8790842327118193,-0.025540242082286405,0.22038032637405777,0.310563143499301,0.023777873424733784,0.20376347349282986,0.24296667733259827,0.16029184638364286,0.20221066235210963,-0.18396878223926547,0.5742154637765863,0.09628757292912284,0.3142413163054869,0.9003889302773691,0.07171016817914262,-0.35191147599843686,0.8318162045831791,-0.0978719653683117,0.25605906298188,0.08688256215348081,-0.015033899810056981,0.10364416461005334,-0.2718825033362269,0.12800046263175455,-0.5249594137335716,0.32226916340536016,0.10032243540659387,0.06551700383723467,0.21077759690187506,0.07451536293180032,-0.22159119189536242,-0.2127541676886913,-0.045827056394698626,-0.37535918336337454,-0.2127541676886913
3_years_return_category,0.00879971187495316,0.014411790149641683,0.3181742692135392,0.00823800299668067,0.4297166849482309,-0.013166366145842953,0.09509555536348284,0.09472463371139919,-0.3877332283510709,0.04936898330723402,0.7681457282658469,-0.03632348410889076,-0.035768850153073475,0.06804000848179859,0.29292941788604615,0.27657012217951626,0.6842431338167004,0.04553075249288537,-0.03853635995994055,0.24573497144134818,0.4847422113053806,-0.015344082576608681,0.00879971187495316,0.03433176489950471,0.383865417228533,0.07968276171190825,0.05304976847086296,0.6644803244062076,0.5092217960447722,0.44006400908217136,0.8301490490710879,0.30924747748900105,0.19022621855224162,0.5704177292466841,0.3694002959698985,0.7662165790584805,0.09058241539930745,0.8150094169369972,0.6538194138021092,0.229844164340189,1.0,0.2652862668000508,0.24974705043940781,-0.022141898882928095,0.20658731601415967,0.5635985738189775,0.22574426812732545,0.2841772681722605,0.08537875446775192,0.7444321448554176,0.7491595581187543,0.4900939900444065,0.6375945439350286,-0.04993304744888737,0.4021573734068996,0.6481183709385463,0.8324571310644225,0.34809801042865757,0.14585997028403472,-0.05765802821976779,0.2445381178316157,0.5421569099426709,0.343779924867791,0.0879219482404492,0.01978092141255201,0.747585859998993,0.015420155010372303,0.542749511457299,-0.12166283927240117,0.255608679974318,0.6370856109255724,0.8080593030165911,0.9098825132815737,0.4440588329349734,-0.16665798362651985,-0.2616854340251296,-0.20253260385259253,0.01678416376739234,-0.2616854340251296
category_r_squared_5years,0.033439513048521746,-0.17932029311643552,0.13865537353600466,0.006237023991428467,0.34683122313963344,-0.04322717657976639,-0.01871803208386785,0.06514175053695964,-0.26912849962323493,0.03446838631987885,0.21180813987723318,-0.05951586178068246,-0.05977218283063404,0.05997402849532087,0.23392014187267976,0.10080178691528811,0.30605949173571034,-0.06620540649985601,-0.13774986576799195,0.29534374489514337,0.25317227584502394,-0.104428043836989,0.033439513048521746,-0.047623334960418914,0.12498868815000705,-0.027724675979353155,-0.254778923129509,0.16894241687927877,0.006140007355106032,-0.14497355128507203,0.18407501997469858,0.3372531317036354,0.8770132606830483,0.06835767938484992,0.627215055841423,0.1801897561817098,-0.3589477502508811,0.2591507351532561,0.15421275108183827,0.991730964947151,0.2652862668000508,1.0,0.17768831072923516,-0.1233797251356269,0.8893961961656779,0.03309948850148357,0.1914093204237709,0.3165097551457129,0.026679302324452262,0.21742978807101,0.2586178496492767,0.17367819568961965,0.20685892754184895,-0.1729549000081766,0.5872829918063344,0.15352647311593282,0.3217957955148862,0.9193868327567866,0.04013860493768481,-0.34978099854613176,0.8601093867478846,-0.032554506776412154,0.22673921292064614,0.08794740984593628,-0.013732723846738657,0.15422348842478026,-0.2685634019008772,0.13760955034649663,-0.5160162352111541,0.32711711172079966,0.15751124758748905,0.10054882522789038,0.23578506888355769,0.0793347573084816,-0.2162031182540168,-0.22053997181901966,-0.07882290752330856,-0.40162821592676495,-0.22053997181901966
5yrs_sharpe_ratio_fund,0.0191866082880366,-0.35184110933234747,0.09741399688335191,-0.025597504525534682,0.2286490885492088,0.002132025950575048,0.014797077754371949,0.22915298255306768,0.03905853726673204,0.49982772690608746,0.14216583358529128,-0.038559450184888294,-0.03810858934216045,-0.05581323876466468,-0.05501574066234477,-0.023293962579089427,0.17795491818618037,-0.14328338636249985,-0.14486619831748415,-0.03730601289653841,0.09394642140594713,-0.013915255630927702,0.0191866082880366,0.008723250261197633,0.022497685407254872,0.09066293921666022,0.3800628024776395,-0.14611933301435917,0.6535447954756937,0.10992623304639236,0.34547319503349794,0.10620552025283062,0.18773602478975218,-0.21204355304004296,0.07480742989411357,0.377658890939354,0.2201449000179462,0.07000852284028539,0.23787063020867585,0.19317363095992995,0.24974705043940781,0.17768831072923516,1.0,0.44154721775399863,0.1774530664749634,-0.23230473086935724,0.5793469554562107,0.11181705243624078,0.07027922737091909,0.6169423285168704,0.2767121751216869,0.30807984812483724,0.6609105835545298,0.19866751003954805,0.10796553347248583,-0.17216312396293942,0.48666631032294233,0.11838250965478832,0.7543100399775878,0.2984079204988359,0.14814691900518592,-0.22091009142235804,0.36990814437846575,0.028324926055380062,0.001465187943733583,0.12980445314569317,0.08130901380959284,0.2892331212092215,0.11497270505922415,0.03405073032008465,-0.18435467701392802,0.3352411566793857,0.27518588055638193,0.13910177701238807,-0.1028889218253918,-0.11344545036263987,0.027189086220284892,-0.015471400780625344,-0.11344545036263987
5_years_alpha_fund,-0.024874190914872932,-0.20402855791560445,0.037699254882277974,0.013364943311965282,0.09067625220826407,0.022895435478548415,0.02452834912712224,0.16065608377167295,0.16932008775768026,0.4023199172945357,-0.10316946834566335,0.019698542735691306,0.02012533504191868,-0.001652401521212964,-0.1299947217180352,-0.12556538312283633,0.08423026862613599,-0.08808614378861976,-0.23320865209451924,0.02155062255598762,-0.03328002760577087,0.07517546277673555,-0.024874190914872932,0.025774091359201917,-0.025931877345113732,0.08120467522809655,0.7847427700491921,-0.24460781440826151,0.3063945046270463,0.08826830511309575,0.10144534803313086,-0.1624324375800043,-0.1441275042712511,-0.324591487113642,-0.15836730187545076,0.14474585829161485,0.6572515012123956,-0.035286225834902915,0.08348663110171867,-0.13071981160892251,-0.022141898882928095,-0.1233797251356269,0.44154721775399863,1.0,-0.14596385417435487,-0.3100327175174359,0.1596838361835984,-0.16914220515602035,0.06273294338762733,0.3133169580796803,-0.048607063966433196,0.14994510582110632,0.3655847047335396,0.7812613936069777,-0.13623674759032936,-0.23401643046692938,0.1274860574888136,-0.15818622520345665,0.31029291058223785,0.82759968968388,-0.1962998101432617,-0.26267407628010375,0.1740364422165474,-0.09040723987620654,0.005365223279562078,-0.009307059031634996,0.10462036913004165,0.00957364197307174,0.6159217632720475,-0.09203135288278556,-0.17852256636553007,-0.006185762046427065,-0.08587685027670765,0.14856491307741354,-0.11752251243956569,0.03800612362011726,-0.05412848129313722,-0.10444113143090548,0.03800612362011726
